citation_id,citation_context,section,citation_intent
31023,Veri tabanı talk-show'da tartışılan konular nedeniyle çoğunlukla nötr ve olumsuz duygular içerir. [3] 'de kullanılan veri seti ise bir telefon sağlayıcı şirketin çağrı merkezinden toplam 9 saat 30 dakika uzunluğunda 137 kayıtlı müşteri temsilcisi görüşmesini içeren Yunanca görüşmelerden oluşmaktadır.,GİRİŞ (INTRODUCTION),background
31025,"Literatürdeki çalışmalarda Sigmoid, Tanh, ReLu (Rectified Linear Unit), SoftMax yaygın olarak kullanılan aktivasyon fonksiyonlarıdır [24] .",MATERYAL VE METOD (METARIAL AND METHOD),background
31026,Havuzlama katmanı önemli bilgileri koruyup gereksiz detayları azaltmasıyla özellik haritasının boyutunu küçülterek ağın hesaplama karmaşıklığını azaltır [25] .,MATERYAL VE METOD (METARIAL AND METHOD),background
31028,"Çalışmanın başarısı literatürdeki [3, çalışmalarla kıyaslandığında çok yakın   veya daha yüksek   başarı gösterdiği görülmektedir.",SONUÇ (CONCLUSION),support
31029,"Çalışmanın başarısı literatürdeki 5, çalışmalarla kıyaslandığında çok yakın   veya daha yüksek   başarı gösterdiği görülmektedir.",SONUÇ (CONCLUSION),support
31030,Çalışmanın başarısı literatürdeki 8] çalışmalarla kıyaslandığında çok yakın   veya daha yüksek   başarı gösterdiği görülmektedir.,SONUÇ (CONCLUSION),support
31031,Çalışmanın başarısı literatürdeki   çalışmalarla kıyaslandığında çok yakın [5] veya daha yüksek   başarı gösterdiği görülmektedir.,SONUÇ (CONCLUSION),support
31032,"Çalışmanın başarısı literatürdeki   çalışmalarla kıyaslandığında çok yakın   veya daha yüksek [3, başarı gösterdiği görülmektedir.",SONUÇ (CONCLUSION),support
31033,Çalışmanın başarısı literatürdeki   çalışmalarla kıyaslandığında çok yakın   veya daha yüksek 8] başarı gösterdiği görülmektedir.,SONUÇ (CONCLUSION),support
30165,"Bu sonuçlar, PC-Kimmo [14] ve Zemberek  'e göre nispeten düşük olsa da, diğer kök bulma algoritmalarına göre daha yüksektir.",DENEYLER VE SONUÇLAR (THE EXPERIMENTS AND RESULTS),differ
30166,"Bu sonuçlar, PC-Kimmo   ve Zemberek [16] 'e göre nispeten düşük olsa da, diğer kök bulma algoritmalarına göre daha yüksektir.",DENEYLER VE SONUÇLAR (THE EXPERIMENTS AND RESULTS),differ
30162,"Elde edilen sonuçlara göre, PC-Kimmo [14] 'nun bilinmeyen sözcükler için iyileştirilmiş versiyonu en iyi sonuçları vermektedir.",DENEYLER VE SONUÇLAR (THE EXPERIMENTS AND RESULTS),support
30152,"Önceki çalışmalardan [14] farklı olarak bu çalışmada kökten eke doğru değil, sözcük sonundaki eklerden köke doğru eklerin tek tek bulunmasıyla kök bulma işlemi gerçekleştirilmektedir.",KONUYA İLİŞKİN ÖNCEKİ ÇALIŞMALAR (RELATED WORK),differ
32221,"Ancak çalışma [11] ""in önerilen MD gibi HL7 desteği bulunmamaktadır.",DEĞERLENDİRME (EVALUATION),differ
33935,"Sonuçlar, kullandığımız algoritmanın [22] 'den daha iyi sonuç verdiğini ve  'e yakın sonuç verdiğini göstermektedir.",Performans Analizi,differ
33936,"Sonuçlar, kullandığımız algoritmanın  'den daha iyi sonuç verdiğini ve [23] 'e yakın sonuç verdiğini göstermektedir.",Performans Analizi,differ
33937,Çarpışma Sezim i Al gori tmalarındaki İşlem Sa yıl arı Algoritma Möller [22] Tropp et al.,Performans Analizi,other
33938,Çarpışma Sezim i Al gori tmalarındaki İşlem Sa yıl arı Algoritma Möller   Tropp et al. [,Performans Analizi,other
34306,"Fakat buradaki çalışmada ise 0.81 korelasyon katsayısı elde ederek daha iyi tahminler elde edilmiştir. Şengür ve Tekin (2013) ise öğrencilerin mezuniyet notlarını tahmin etmek için yaptıkları çalışmada karar ağaçlarını kullanarak 0.76 korelasyon katsayısı ile tahminler elde ederken, yapay sinir ağları kullanarak korelasyon 0.93 değeri ile tahminler elde etmişlerdir.",Tartışma ve Sonuç,differ
34305,"Çalışması sonunda eğitim sürelerinin, burs ya da kredi alma durumuna göre değiştiğini ve ayrıca maddi durumları ile annelerinin çalışması arasında bağlantı olduğunu görmüştür. Demir (2015) de öğrencilerin sınavlara yönelik not durumlarını yapay sinir ağları ile tahmin etmeye çalışmış ve 0.63 korelasyon katsayısı elde etmiştir.",Tartışma ve Sonuç,discuss
32875,"Günümüzde nesnelerin interneti (IoT), makineler arası iletişim (M2M), yapay zekâ, kuantum bilgisayarlar, blok zincir teknolojisi gibi birçok gelişmeler vardır [1] .",GİRİŞ (INTRO DUCTIO N),background
32876,"Endüstri 4.0, bilgi teknolojilerinin gelişmesi ve internet/mobil uygulamalarının yaygınlaşması ile birlikte dijital platformlar, insan hayatında giderek daha büyük yer almaktadır [2] .",GİRİŞ (INTRO DUCTIO N),background
32877,Bu hızlı gelişim ve teknolojik birlikt elik birçok fırsat sunmaktadır [3] .,GİRİŞ (INTRO DUCTIO N),background
32878,"İnsanlar sosyal ağlar aracılığıyla duygu, düşünce, ihtiyaç ve beklentilerini de dile getirmektedir [4] .",GİRİŞ (INTRO DUCTIO N),background
32879,"Sosyal medya kullanıcı s ayıları (milyon) (Social media user numbers) (millions) Statista [5] , Temmuz 2021 verilerine göre dünya genelinde en popüler sosyal medya kullanıcı sayıları Şekil 1'de gösterilmektedir.",GİRİŞ (INTRO DUCTIO N),background
29126,"Şule Itır SATOĞLU * , M. Bülent DURMUŞOĞLU İTÜ Fen Bilimleri Enstitüsü, Design of hybrid cellular manufacturing systems in erratic demand conditions using axiomatic design",Düzensiz talep koşullarında melez üretim sistemlerinin aksiyomlarla tasarımı,other
29127,"Şule Itır SATOĞLU * , M. Bülent DURMUŞOĞLU Endüstri Mühendisliği Programı, Design of hybrid cellular manufacturing systems in erratic demand conditions using axiomatic design",Düzensiz talep koşullarında melez üretim sistemlerinin aksiyomlarla tasarımı,other
29128,"Şule Itır SATOĞLU * , M. Bülent DURMUŞOĞLU 34469, Design of hybrid cellular manufacturing systems in erratic demand conditions using axiomatic design",Düzensiz talep koşullarında melez üretim sistemlerinin aksiyomlarla tasarımı,other
29129,"Şule Itır SATOĞLU * , M. Bülent DURMUŞOĞLU Ayazağa, Design of hybrid cellular manufacturing systems in erratic demand conditions using axiomatic design",Düzensiz talep koşullarında melez üretim sistemlerinin aksiyomlarla tasarımı,other
29130,"Şule Itır SATOĞLU * , M. Bülent DURMUŞOĞLU İstanbul Design of hybrid cellular manufacturing systems in erratic demand conditions using axiomatic design",Düzensiz talep koşullarında melez üretim sistemlerinin aksiyomlarla tasarımı,other
29131,"Afterwards, unidirectional flow in each cell was achieved by using the heuristic of Aneke and Carrie (1986) .",Extended abstract,other
29132,"Parti tipi üretimin gerçekleştiği imalât sistemlerinde performansı arttırmak için tek parça akışı uygulanabilir (Miltenburg, 2001) .",Giriş,background
29133,"Bu sistemlere de Melez Üretim Sistemleri (MÜS) denir (Shambu ve Suresh, 2000) .",Giriş,background
29134,"MÜS tasarımı için genellikle sezgisel yöntemler geliştirilmiştir (Venkataramanaiah ve Krishnaiah, 2002; .",Giriş,background
29135,"MÜS tasarımı için genellikle sezgisel yöntemler geliştirilmiştir (Venkataramanaiah ve Harhalakis vd., 1996; .",Giriş,background
29136,"MÜS tasarımı için genellikle sezgisel yöntemler geliştirilmiştir (Venkataramanaiah ve Gravel vd., 2000; .",Giriş,background
29137,"MÜS tasarımı için genellikle sezgisel yöntemler geliştirilmiştir (Venkataramanaiah ve Viguer ve Pierreval, 2004) .",Giriş,background
29138,"Bunun yanında doğrusal olmayan programlama (Murthy ve Srinivasan, 1995) ve doğrusal programlama (Ioannou, 2006) kullanarak MÜS tasarımı gerçekleştirilmeye çalışılmıştır.",Giriş,background
29139,"Ayrıca bu yöntem, tekrarlayan denemeyanılma faaliyetlerini en aza indirmek, önerilen tasarımlar arasından en iyisini seçmek ve tasarım dünyası için bilimsel bir alt yapı oluşturarak bilgisayardan mümkün olduğu kadar fazla yararlanmayı da amaçlamaktadır (Suh, 2001) .",Aksiyomlarla tasarım yöntemi,basis
29140,"Bir düşünsel örnek üzerinde çalışmanın amacı, gerçekte oluşabilecek pek çok durumu sergileyebilmektir. MÜS’nin hücrelerini tasarlamak amacıyla düzenli ve yüksek talepli parçalar için oluşturulan makine-parça matrisine bir kümelendirme yöntemi uygulamak gerekmektedir. Bu amaçla Ortalama Bağlantı Yöntemi (Seifoddini, 1989) kullanılmıştır.",Düşünsel örnek üzerinde uygulama,background
29141,"Aneke, N.A.G. ve Carrie, A.S., (1986) .",Kaynaklar,other
29142,"Chen, S.J., Chen, L.C. ve Lin, L., (2001) .",Kaynaklar,other
29143,"Knowledge-based support for simulation analysis of manufacturing cells, Computers in Industry, 44, 33-49. Friend, C.H., Swift, A.L. ve Ghobbar, A.A., (2001) .",Kaynaklar,other
29144,"Gravel, M., Price, W. ve Gagne, C., (2000) .",Kaynaklar,other
29145,"An interactive tool for designing manufacturing cells for an assembly job-shop, International Journal of Production Research, 38, 2, 309-322. Harhalakis G., Minis, T.L. ve Nagi, R., (1996) .",Kaynaklar,other
29146,"An interactive tool for designing manufacturing cells for an assembly job-shop, International Journal of Production gineering, 16, 3, 419-426. Shambu,G. ve Suresh, N.C., (2000) .",Kaynaklar,other
29147,"Suh, N.P., (1990) .",Kaynaklar,other
29148,"Suh, N. P., (2001) .",Kaynaklar,other
29149,"Tapping, D., Luyster, T. ve Shuker, T., (2001) .",Kaynaklar,other
29150,"Venkataramanaiah, S. ve Krishnaiah, K., (2002) .",Kaynaklar,other
29151,"Hybrid heuristic for design of cellular manufacturing systems, Production Planning & Control, 13, 3, 274-283. Viguer, P. ve Pierreval, H., (2004)",Kaynaklar,other
29152,"Uzunca bir süredir çoğu bilgi sistemlerinde başarı ile kullanılan ve artık veri depolama ve yönetimi açısından en uygun ortam olarak kabul edilen veri tabanı yönetim sistemlerinde mekânsal verilerin de depolanabilmesi coğrafi bilgi sistemlerinin gelişiminde büyük rol oynamıştır (Adler, 2001) .",Giriş,background
29153,"Bu beklentilerin en önemli iki maddesinden biri olan ve çok kullanıcılı ortam olarak adlandırılan bu madde mekânsal veriye birden fazla kullanıcının ulaşarak güncelleme yapmasına imkân sağlanmasıdır (Zeiler, 2002) .",Giriş,background
29154,"Veri tabanlarında versiyon, objelerin farklı durumlarının depolanması işlemidir (Medeiros ve Jomier, 1994) .",Versiyon,background
29155,"Obje versiyon modelinde versiyonlar objeler için tanımlanmaktadır ve obje versiyonları zamanın bir fonksiyonu olarak sıralandırılmaktadır (Kim ve Lochovsky, 1992) .",Versiyon,background
29156,Bu değişikliklerin tamamının izlenmesi ile veri tabanındaki bütünlük sağlanmaktadır (Cellary ve Jomier 1992) .,Versiyon,background
29157,"Veri modellerinin gelişmesi ile birlikte artık coğrafi bilgi sistemlerinde mekânsal veriler, geometri, öznitelik ve zaman bileşenleri ile ifade de edilmektedir (Chrisman, 1997)",Verilerin özgeçmişlerinin izlenmesi,background
29158,"Özgeçmiş bilgilerini tutan ilişkisel veri tabanlarında verilerin depolama yöntemleri ve verilerin güncellendiği coğrafi bilgi sistemi programları nasıl olursa olsun verilerin özgeçmişlerine ilişkin yapılacak sorgulamalar genellikle aşağıda belirtildiği gibi 3 farklı duruma yönelik olmaktadır (ESRI, 2002) .",Özgeçmiş sorgulama yöntemleri,background
29159,Eğilim ve davranışların otomatik olarak tahmin edilmesi ile gerçekleştirilen uygulamalar arasında daha önceki kampanyalardan hareketle yatırım getirisini maksimize edecek hedef kitlenin belirlenmesi ve şirket iflaslarının tahmin edilmesi yer almaktadır [1] .,GİRİŞ (INTRODUCTION),background
29160,"Veri madenciliği teknikleri temel olarak, veri madenciliğinin amacına dayalı olarak tahmin edici ve tanımlayıcı yöntemler olmak üzere iki sınıf altında incelenebilir [2] .",GİRİŞ (INTRODUCTION),background
29161,"Tanımlayıcı yöntemler içerisinde kümeleme analizi, birliktelik kuralları madenciliği, ardışıl örüntü madenciliği gibi yöntemler yer almaktadır [2] .",GİRİŞ (INTRODUCTION),background
29162,"Bu doğrultuda, karşılaştırmalı analizler başlıca karar ağacı algoritmalarından C4.5 [3] , Decision Stump  , Hoeffding Tree  , LMT (Logistic Model Trees)  , Random Forest  , Random Tree   ve RepTree   yöntemleri kullanılarak gerçekleştirilmiştir.",GİRİŞ (INTRODUCTION),background
29163,"Bu doğrultuda, karşılaştırmalı analizler başlıca karar ağacı algoritmalarından C4.5  , Decision Stump [4] , Hoeffding Tree  , LMT (Logistic Model Trees)  , Random Forest  , Random Tree   ve RepTree   yöntemleri kullanılarak gerçekleştirilmiştir.",GİRİŞ (INTRODUCTION),background
29202,Meme dokusundaki süt kanalları veya bezlerinde gelişen [1] ve kadın nüfusunu etkileyen yaygın kanser tiplerinden bir tanesi olarak bilinen ve dünya genelinde her yıl 1.38 milyon yeni vakanın tahmin edildiği bir hastalıktır  .,GİRİŞ,background
29203,Meme dokusundaki süt kanalları veya bezlerinde gelişen   ve kadın nüfusunu etkileyen yaygın kanser tiplerinden bir tanesi olarak bilinen ve dünya genelinde her yıl 1.38 milyon yeni vakanın tahmin edildiği bir hastalıktır [2] .,GİRİŞ,background
29204,"Ancak, düzensiz bir sınıra sahip kütle kanserli olabilir [3] .",GİRİŞ,background
29205,"Özyinelemeli Özellik Elemesi (ÖÖE, Recursive Feature Elimination [4] ) ile özniteliklerin öneminin araştırıldığı ve sonrasında sırasıyla  'da tanıtımları yapılan Lojistik Regresyon (LR) ve Rastgele Orman (RO) sınıflandırıcı algoritmaları ile eğitim ve test aşamaları yürütülerek sınıflandırma sürecinin tamamlandığı bu çalışmada meme kanseri hastalığı için önemli olan özniteliklerin araştırması yapılmıştır.",GİRİŞ,background
29206,"Özyinelemeli Özellik Elemesi (ÖÖE, Recursive Feature Elimination  ) ile özniteliklerin öneminin araştırıldığı ve sonrasında sırasıyla [5] 'da tanıtımları yapılan Lojistik Regresyon (LR) ve Rastgele Orman (RO) sınıflandırıcı algoritmaları ile eğitim ve test aşamaları yürütülerek sınıflandırma sürecinin tamamlandığı bu çalışmada meme kanseri hastalığı için önemli olan özniteliklerin araştırması yapılmıştır.",GİRİŞ,background
29207,"Özyinelemeli Özellik Elemesi (ÖÖE, Recursive Feature Elimination  ) ile özniteliklerin öneminin araştırıldığı ve sonrasında sırasıyla [6] 'da tanıtımları yapılan Lojistik Regresyon (LR) ve Rastgele Orman (RO) sınıflandırıcı algoritmaları ile eğitim ve test aşamaları yürütülerek sınıflandırma sürecinin tamamlandığı bu çalışmada meme kanseri hastalığı için önemli olan özniteliklerin araştırması yapılmıştır.",GİRİŞ,background
29208,Meme kanseri her yıl milyonlarca hastada sıklıkla görülen bir hastalıktır [7] .,ÖNCEKİ ÇALIŞMALAR,background
29209,"Powell ve ark [8] , Kaliforniya eyaleti Marin ilçesindeki yüksek oranda meme kanseri, nulliparite ve gecikmiş doğum bilgisi içeren kadın topluluğu verilerini kullanarak Breast Cancer Risk Assessment Tool  , BRCAPRO   ve International Breast Intervention Study   meme kanseri risk değerlendirme modellerini karşılaştırmışlardır.",ÖNCEKİ ÇALIŞMALAR,discuss
29210,"Powell ve ark  , Kaliforniya eyaleti Marin ilçesindeki yüksek oranda meme kanseri, nulliparite ve gecikmiş doğum bilgisi içeren kadın topluluğu verilerini kullanarak Breast Cancer Risk Assessment Tool [9] , BRCAPRO   ve International Breast Intervention Study   meme kanseri risk değerlendirme modellerini karşılaştırmışlardır.",ÖNCEKİ ÇALIŞMALAR,discuss
29211,"Powell ve ark  , Kaliforniya eyaleti Marin ilçesindeki yüksek oranda meme kanseri, nulliparite ve gecikmiş doğum bilgisi içeren kadın topluluğu verilerini kullanarak Breast Cancer Risk Assessment Tool  , BRCAPRO [10] ve International Breast Intervention Study   meme kanseri risk değerlendirme modellerini karşılaştırmışlardır.",ÖNCEKİ ÇALIŞMALAR,discuss
29212,"Powell ve ark  , Kaliforniya eyaleti Marin ilçesindeki yüksek oranda meme kanseri, nulliparite ve gecikmiş doğum bilgisi içeren kadın topluluğu verilerini kullanarak Breast Cancer Risk Assessment Tool  , BRCAPRO   ve International Breast Intervention Study [11] meme kanseri risk değerlendirme modellerini karşılaştırmışlardır.",ÖNCEKİ ÇALIŞMALAR,discuss
29213,"Al-Diab ve ark, sundukları çalışmada, Sudi Arabistandaki meme kanserinin tüm kanserli kadın hastaların içinde %19.8 bir orana sahip olduğunu ortaya koymuşlardır [12] .",ÖNCEKİ ÇALIŞMALAR,background
29214,Hibrid bir çalışmayı içeren çalışmalarında %97 başarının elde edildiği optimize edilmiş yüksek performanslı bir tanı sistemi gerçekleştirmişlerdir [13] .,ÖNCEKİ ÇALIŞMALAR,background
29215,"Porto-Mascarenhas ve ark, tükürük biomarkerlarının meme kanserini karakterize etmekte yardımcı olabilecekleri düşüncesi doğrultusunda bu biomarkerların yeteneklerini değerlendirmek için gerçekleştirdikleri çalışmada, tükrük biomarkerlarının meme kanserinin erken evreden ziyade ileri aşamalarını tanımladıklarını görmüşlerdir [14] .",ÖNCEKİ ÇALIŞMALAR,background
29216,"Çalışmalarınd a, yalnızca başlangıçta kaygısı olmayan kadınlar üzerinde kimyasal tedavi ve bilişsel bozukluk arasındaki ilişikinin istatistiksel olarak önemli olduğunu ortaya koymuşlardır [15] .",ÖNCEKİ ÇALIŞMALAR,background
29217,"Peters ve ark, çalışmalarında özellikle erken evre yumurtalık kanseri teşhisi konan BRCA1/2 taşıyıcıları için düzenli meme kanseri verilerinin toplanmasını ve ilaç ve/veya profilaktik mastektomi yani iki memenin de ameliyatla alınması yöntemleri ile risk azaltmayı önermişlerdir [16] .",ÖNCEKİ ÇALIŞMALAR,background
29218,"Pudkasam ve ark, egzersiz programlarının meme kanserini iyileştiren yağ(adipozite) ve immünolojik belirteçler üzerindeki bilinen etkilerini araştırmışlardır [17] .",ÖNCEKİ ÇALIŞMALAR,background
29219,Meme kanseri de dâhil olmak üzere katı tümörlerle ilişkili anjiyojenezde bu hücrelerden artmış sayıda vardır [18] .,ÖNCEKİ ÇALIŞMALAR,background
29220,"Almutlaq ve ark, yaş, ilk doğum yaşı, erken menarş, cinsiyet, beslenme faktörleri, tütün içilmesi, alkol tüketimi, düşük doz radyasyon, obezite, fiziksel aktivite, emzirme, hormonal, hormon replasman tedavisi, steroid hormon reseptörleri, mamografik yoğunluk, iyi huylu meme hastalığı ve genetik faktörlerini inceleyerek Suudi Arabistan'daki meme kanserine neden olan faktörleri araştırmışlardır [19] .",ÖNCEKİ ÇALIŞMALAR,background
29221,"Lukong, tüm dünyada ciddi bir sağlık sorunu olan bu hastalığın erken tanısı, tedavisi ve önlenmesi için daha fazla hedefin karakterize edildiği ve son derece yenilikçi yaklaşımların geliştirildiği daha özel tedavileri içeren çalışma üzerine yoğunlaşmışladır [20] .",ÖNCEKİ ÇALIŞMALAR,background
29222,"Coleman, yetkin klinik ve kendi kendine meme muayenesinin dikkatli bir kullanımı ile küçük tümörlerin tespitini ve morbiditenin azalmasını sağlayacağı yönünde bir çalışma sunmuştur [21] .",ÖNCEKİ ÇALIŞMALAR,background
29223,"Sayısal damgalama yöntemlerin telif haklarının korunması, kopyalama koruması, yayın izleme, veri doğrulama, veri gizleme, indeksleme, tıbbi güvenlik ve gizli iletişim gibi çok değişik uygulamaları vardır [1, .",Giriş,background
29224,"Sayısal damgalama yöntemlerin telif haklarının korunması, kopyalama koruması, yayın izleme, veri doğrulama, veri gizleme, indeksleme, tıbbi güvenlik ve gizli iletişim gibi çok değişik uygulamaları vardır 2] .",Giriş,background
29225,Bu işlemin nasıl yapılabileceği [2]’de oldukça kapsamlı bir şekilde ele alınmıştır.,Sayısal Bir Damganın Sayısal Bir Görüntüye Eklenmesi ve Tespit Edilmesi,background
29226,JPEG sıkıştırması için [4] 'de verilen kodlar kullanılmıştır.,Piksel Uzayındaki Yöntemlerin JPEG Performansı,basis
29227,"Fourier dönüşümü (DFT), ayrık kosinüs dönüşümü (DCT) ve ayrık dalgacık dönüşümü (DWT)'dir [3] DWT JPEG 2000 standardında kullanıldığından burada sadece DFT ve DCT ele alınmıştır.",Frekans Uzayındaki Yöntemlerin JPEG Performansı,background
29228,"İnsan gözünün bir görüntüdeki faz değişimlerine, genlik değişimlerine göre çok daha fazla duyarlı olduğu (insan kulağı için bunun tersi doğrudur, yani kulak genlikteki değişimlere fazdaki değişimlere göre daha duyarlıdır) literatürdeki araştırmalardan çok iyi bilinmektedir [3] .",Frekans Uzayındaki Yöntemlerin JPEG Performansı,background
29234,"Ancak, bu değişikliklere rehberlik edecek evrensel bir genel veya hazır model bulunmamaktadır [4] .",GİRİŞ (INTRODUCTION),background
29235,"Yine de bu işbirlikçi araştırma yaklaşımlarına içgörü sağlayan, ancak aynı zamanda hem epistemik hem de kurumsal düzeylerdeki zorlukları ve engelleri vurgulayan disiplinlerarasılık uygulamaları hakkında büyüyen bir literatür bulunmaktadır [6] .",GİRİŞ (INTRODUCTION),background
29236,Disiplinlerarası çalışmalarda öğrenme ve uygulama döngüsü oldukça önemlidir [7] .,GİRİŞ (INTRODUCTION),background
29237,"Dinamik öğrenen organizasyon, hızla değişen ortamlara kolayca uyum sağlar; bir sürdürülebilirlik aracı olarak kendi geleceği için çözümler üretir [8] .",GİRİŞ (INTRODUCTION),background
