citation_id,citation_context,section,citation_intent
32254,"YSA, insan beyninin öğrenme kanallarını taklit ederek, insana ait özellikler olan öğrenme, eski bilgiyi geri çağırma ve bilgiler arası bağlantılar kurarak çıkarımlarda bulunmayı kullanarak toplanan verilerden yeni datalar üreten bilgisayar yazılımları olarak tanımlanabilir (Özturk & Şahin, 2018) .",REHABİLİTASYON HİZMETLERİ VE YAPAY ZEKÂ,background
32255,"veri setini ortaya koyan yaklaşık kuralları yeniden oluşturabilen sistemlerdir (Lecun et al., 2015) .",REHABİLİTASYON HİZMETLERİ VE YAPAY ZEKÂ,background
32256,"Kayıt altında tutulan verilerde eksiklikler olduğunda da çalışabilmeleri, örnek verilerden model oluşturarak görülmemiş örnekler ile ilgili bilgi üretebilmeleri, sınıflandırma yapabilmeleri ve kendi kendilerini organize edebilen sistemler olmaları sebebiyle özellikle son yıllarda rehabilitasyon alanında da kullanımları giderek artmaktadır (Grossi, 2011) .",REHABİLİTASYON HİZMETLERİ VE YAPAY ZEKÂ,background
32257,"Bu amaçla rehabilitasyon alanında özellikle diagnostik, tahmin etme, sınıflandırma, problem çözme ve robotik kontrol sistemlerinin üretilmesi ve akıllı sistemlerin geliştirilmesi için kullanıldıkları görülmektedir (Ghwanmeh et al., 2013) .",REHABİLİTASYON HİZMETLERİ VE YAPAY ZEKÂ,background
32258,"Yapay sinir ağları sıklıkla; inme, spinal kord yaralanması, Parkinson, multiple sklerozis ve polinöropati türlerinde yürüme bozukluklarının sınıflandırılmasında, denge sorunlarının belirlenmesinde, bireylerin fizyoterapi ve rehabilitasyon sonrası fonksiyonel sonuçlarının tahmininde ve kognitif problemlerin belirlenmesinde değerlendirilmektedir (Moon et al., 2020) .",REHABİLİTASYON HİZMETLERİ VE YAPAY ZEKÂ,background
32259,"Tedavi sürecinde hastanın ileride hangi düzeye gelebileceğinin tahmin edilebilmesi de klinik karar süreçleri bakımından büyük fayda sağlamaktadır (Kara, 2019) .",REHABİLİTASYON HİZMETLERİ VE YAPAY ZEKÂ,background
32260,"Gerçek hayata katılım amacıyla sunulan arttırılmış gerçeklik uygulamaları (VR) ve robotik sistemleri hastaya olduğu kadar uygulayıcı olan hekimlerin de işini kolaylaştırmaktadır (Krebs et al., 2007) .",REHABİLİTASYON HİZMETLERİ VE YAPAY ZEKÂ,background
32261,"Yapay zekâ temelli uygulamalar ile beraber hasta takip ve tedavilerini desteklerken hekim de klinik değerlendirme noktasında kendine fayda sağlamaktadır (Tarakci, 2015) .",REHABİLİTASYON HİZMETLERİ VE YAPAY ZEKÂ,background
32262,"Yapay zeka donanımlı giyilebilir teknolojiler ile birlikte mekan yetersizliği yaşanan rehabilitasyon üniteleri mekandan tasarruf etme noktasında oldukça fayda sağlamaktadırlar (Kara et al., 2020) .",REHABİLİTASYON HİZMETLERİ VE YAPAY ZEKÂ,background
32263,"verilen bu sistemler ise şunları içermektedir (Geman et al., 2015) ;",REHABİLİTASYON HİZMETLERİ VE YAPAY ZEKÂ,background
32264,"Yapay zekâ temelli rehabilitasyonda teknoloji uygulamalarının avantajları; bireyin seviyesine ve yeteneklerine uygun dizayn edilebilir olması, terapist ve hasta için tedavinin süre, yoğunluk, zorluk, hız gibi parametrelerinin esnek olarak yapılandırılmasının sağlanması, güvenilir ve geçerli kullanıcı algılama donanımı ile objektif veri sağlaması, gerçek zamanlı geribildirim sağlanması, gerçek yaşam simülasyonu ile aktivite eğitim kolaylığı sunması ve rehabilitasyonun sürecinde hasta ve terapistin olası tükenmişliğini azaltmasıdır (Tarakçı, 2021) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32265,"Bu kapsamda Şekil 2'de 7 faklı yapay zeka temelli akıllı rehabilitasyon uygulamasından söz etmek mümkündür (Tarakçı, 2021) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32266,"Bu sistemler, diyet, egzersiz, ilaç kullanımı ve kan şekeri seviyeleri hakkındaki bilgileri kaydederek hastalık sonuçlarını izlemekte böylece hasta takibini mümkün kılmaktadır (Fernandez-Llatas & García-Gómez, 2014; .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32267,"Bu sistemler, diyet, egzersiz, ilaç kullanımı ve kan şekeri seviyeleri hakkındaki bilgileri kaydederek hastalık sonuçlarını izlemekte böylece hasta takibini mümkün kılmaktadır Fico et al., 2016) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32268,"Klinik bir perspektiften, AI, uzman radyologlar tarafından yapılan analizlerle ön çapraz bağ yırtıklarını saptamak için kullanılmıştır (F. Liu et al., 2019) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32269,"AI, menüsküs yırtıklarının teşhisinde olumlu sonuçlar gösterirken derin öğrenme teknolojisi sayesinde ayrıca akut ve kronik kıkırdaklı lezyonların değerlendirmesi mümkün olmuştur (Liu et al., 2018; .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32270,"AI, menüsküs yırtıklarının teşhisinde olumlu sonuçlar gösterirken derin öğrenme teknolojisi sayesinde ayrıca akut ve kronik kıkırdaklı lezyonların değerlendirmesi mümkün olmuştur Roblot et al., 2019) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32271,"%65-86 ile diz çevresi ve ayak bileği kırıklarımı sınıflandırmada başarılı performans gösteren birçok algoritma vardır (Chung et al., 2018; .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32272,"%65-86 ile diz çevresi ve ayak bileği kırıklarımı sınıflandırmada başarılı performans gösteren birçok algoritma vardır Krogue et al., 2020; .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32273,"%65-86 ile diz çevresi ve ayak bileği kırıklarımı sınıflandırmada başarılı performans gösteren birçok algoritma vardır Lind et al., 2021; .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32274,"%65-86 ile diz çevresi ve ayak bileği kırıklarımı sınıflandırmada başarılı performans gösteren birçok algoritma vardır Olczak et al., 2020; .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32275,"%65-86 ile diz çevresi ve ayak bileği kırıklarımı sınıflandırmada başarılı performans gösteren birçok algoritma vardır Tanzi et al., 2020) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32276,"Sağlık sektörü, aşırı harcama yapmadan nasıl daha etkili ve verimli olunacağını bulmak adına yenilikçi çözümlere ihtiyaç duymaktadır (Pee et al., 2019) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32277,"Teknolojideki, özellikle yapay zeka ve robotik alanlarındaki hızlı gelişmeler, sağlık sektörünün tamamlanmasına yardımcı olmaktadır (Sunarti et al., 2021) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32278,"Bu kapsamda AI, erken tanı ve teşhis için oldukça kullanışlıdır (Ardan et al., 2020) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32279,"Sistem hatalarından dolayı hastaların yaralanması riski, yapay zekadan veri elde etme ve sonuçlar çıkarmada hasta mahremiyeti riski de dahil olmak üzere bazı riskler AI kullanımında endişe edilen bazı sorunlardır (Sunarti et al., 2021) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32280,"Özellikle üst ekstremite paralizinden mustarip felçten kurtulanlarda motor fonksiyon kaybını düzeltmek için giderek daha fazla kullanılmaktadır (Duret et al., 2019) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32281,"Çok sayıda klinik çalışma, motor performansındaki önemli değişikliklerin yoğun uygulamalardan kaynaklandığını göstermiştir (Kwakkel et al., 2004; .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32282,"Çok sayıda klinik çalışma, motor performansındaki önemli değişikliklerin yoğun uygulamalardan kaynaklandığını göstermiştir Nicolas & Gil, 2012; .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32283,"Çok sayıda klinik çalışma, motor performansındaki önemli değişikliklerin yoğun uygulamalardan kaynaklandığını göstermiştir Page et al., 2012) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32284,"Bazı robotların kullanımı, robot destekli terapinin daha yüksek tekrarının, daha düşük tekrar düzeyine kıyasla motor sonuçları iyileştirdiğini göstermiştir (Burgar et al., 2011; .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32285,"Bazı robotların kullanımı, robot destekli terapinin daha yüksek tekrarının, daha düşük tekrar düzeyine kıyasla motor sonuçları iyileştirdiğini göstermiştir Duret et al., 2019; .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32286,"Bazı robotların kullanımı, robot destekli terapinin daha yüksek tekrarının, daha düşük tekrar düzeyine kıyasla motor sonuçları iyileştirdiğini göstermiştir Hsieh et al., 2011) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32287,"Robotik terapi, deney paradigmasını uygun şekilde kontrol etmemize ve çevresel koşulların felçten sonra motor performansı üzerindeki etkisini değerlendirmemize olanak tanır (Krebs et al., 2007) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32288,"Bu kapsamda üretilen Stewart Platformu; ayak bileği, diz ve eklemleri hareketlendirmek sağlığına kavuşturmak veya rehabilite etmek amacıyla kullanılmaktadır (Budaklı & Yılmaz, 2021; .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32289,"Bu kapsamda üretilen Stewart Platformu; ayak bileği, diz ve eklemleri hareketlendirmek sağlığına kavuşturmak veya rehabilite etmek amacıyla kullanılmaktadır Joe et al., 2021; .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,other
32290,"Bu kapsamda üretilen Stewart Platformu; ayak bileği, diz ve eklemleri hareketlendirmek sağlığına kavuşturmak veya rehabilite etmek amacıyla kullanılmaktadır Kim et al., 2019; .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,other
32291,"Bu kapsamda üretilen Stewart Platformu; ayak bileği, diz ve eklemleri hareketlendirmek sağlığına kavuşturmak veya rehabilite etmek amacıyla kullanılmaktadır X. Liu & Wiersma, 2019; .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,other
32292,"Bu kapsamda üretilen Stewart Platformu; ayak bileği, diz ve eklemleri hareketlendirmek sağlığına kavuşturmak veya rehabilite etmek amacıyla kullanılmaktadır Yang et al., 2015) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,other
32293,"Kaynak: (Budaklı & Yılmaz, 2021) Omurilik yaralanmasını takiben üst ekstremitelerin nöro-rehabilitasyonu için şu anda kullanılan bir dizi farklı robotik cihaz vardır.",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,other
32294,"temasa geçmektedir (Mekki et al., 2018; .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,other
32295,"temasa geçmektedir Pehlivan et al., 2014; .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,other
32296,"temasa geçmektedir Vanmulken et al., 2015) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,other
32297,"kolaylaştırabilen yüksek hacimli yüksek kaliteli hareket tekrarları sağlamak için kullanılabilmektedir (Edgerton & Roy, 2009; .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32298,"kolaylaştırabilen yüksek hacimli yüksek kaliteli hareket tekrarları sağlamak için kullanılabilmektedir Kadivar et al., 2011) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32299,"Her ikisi de terapistin yükünü ve bakım maliyetini azaltma yeteneğine sahiptir (Mekki et al., 2018; .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32300,"Her ikisi de terapistin yükünü ve bakım maliyetini azaltma yeteneğine sahiptir Riener, 2012) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32301,"bağlı olarak özelleştirilebilir ve modüle edilebilir (Bong et al., 2020; .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,other
32302,"bağlı olarak özelleştirilebilir ve modüle edilebilir Lo et al., 2017) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,other
32303,"bağlı bir motor fonksiyon bozukluğudur (Baxter et al., 2007) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,other
32304,"Örneğin, SP'li çocukların çoğu, sendeleme veya çömelme yürüyüşü gibi anormal yürüyüş şekilleri ile yürür (Rodda & Graham, 2001) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32305,"Bu anormal yürüyüş şekilleri ikincil bozukluklara ve düşük yaşam kalitesine yol açabilir (Sullivan & Barnes, 2007) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32306,"Yapılan araştırmalar HWA kullanan hastaların uzun süreli kullanımda yürüyüş fonksiyonlarında önemli düzeylerde iyileşme sağlandığını göstermektedir (Jayaraman et al., 2019; .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32307,"Yapılan araştırmalar HWA kullanan hastaların uzun süreli kullanımda yürüyüş fonksiyonlarında önemli düzeylerde iyileşme sağlandığını göstermektedir Kawasaki et al., 2020; .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32308,"Yapılan araştırmalar HWA kullanan hastaların uzun süreli kullanımda yürüyüş fonksiyonlarında önemli düzeylerde iyileşme sağlandığını göstermektedir Tanaka et al., 2019) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32309,"Gelişmekte olan beyin-bilgisayar arayüzü (BCI) teknolojisi alanı, konuşamayan veya uzuvlarını istediği gibi kullanamayan hastaların, yardımcı cihazlar aracılığı ile nesneleri hareket ettirmesi ya da çalıştırmasına olanak tanımaktadır (Shih et al., 2012) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32310,"Kısaca bir BCI, beyin sinyallerini alan, analiz eden ve istenen bir eylemi gerçekleştirmek için bir çıkış cihazına iletilen komutlara çeviren bilgisayar tabanlı bir sistemdir (Kübler & Birbaumer, 2008; .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32311,"Kısaca bir BCI, beyin sinyallerini alan, analiz eden ve istenen bir eylemi gerçekleştirmek için bir çıkış cihazına iletilen komutlara çeviren bilgisayar tabanlı bir sistemdir Nicolas & Gil, 2012; .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32312,"Kısaca bir BCI, beyin sinyallerini alan, analiz eden ve istenen bir eylemi gerçekleştirmek için bir çıkış cihazına iletilen komutlara çeviren bilgisayar tabanlı bir sistemdir Shih et al., 2012) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32313,"Bu kapsamda beyin bilgisayar arayüzleri medikal uygulamalarda yol tutması, sigara ve alkolü önleme amaçlı, tümörler, beyin ve uyku hastalıklarını teşhis aşamasında; beyin felci, sakatlık ya da fizyolojik rahatsızlıkların rehabilitasyonunda kullanılabilmektedir (Büyükgöze, 2021) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32314,"Son yıllarda gelişen teknoloji ile beraber bu ihtiyaçlara yanıt verilebilmesi adına beyin bilgisayar arayüzleri çalışmaları artmıştır (Jumphoo et al., 2021) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32315,"Nöral arayüzler ve efektör cihazlar, giyilebilir, invaziv olmayan bileşenlerden uzun süreli kullanım için cerrahi olarak implante edilen cihazlara kadar invazivlik açısından değişebilmektedir (M. Bockbrader, 2019) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32316,"Örneğin, üst ekstremite hareketiyle ilişkili elektriksel beyin sinyalleri, kafa derisi elektroensefalografisi (EEG), kafatası veya deri altına yerleştirilen yarı invaziv elektrokortikografik (ECoG) diziler veya intrakortikal implante edilmiş mikroelektrot dizileri (MEA) aracılığıyla invaziv olmayan bir şekilde tespit edilebilmektedir (Ajiboye et al., 2017; .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32317,"Örneğin, üst ekstremite hareketiyle ilişkili elektriksel beyin sinyalleri, kafa derisi elektroensefalografisi (EEG), kafatası veya deri altına yerleştirilen yarı invaziv elektrokortikografik (ECoG) diziler veya intrakortikal implante edilmiş mikroelektrot dizileri (MEA) aracılığıyla invaziv olmayan bir şekilde tespit edilebilmektedir Branco et al., 2017; .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32318,"Örneğin, üst ekstremite hareketiyle ilişkili elektriksel beyin sinyalleri, kafa derisi elektroensefalografisi (EEG), kafatası veya deri altına yerleştirilen yarı invaziv elektrokortikografik (ECoG) diziler veya intrakortikal implante edilmiş mikroelektrot dizileri (MEA) aracılığıyla invaziv olmayan bir şekilde tespit edilebilmektedir Müller-Putz et al., 2017; .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32319,"Örneğin, üst ekstremite hareketiyle ilişkili elektriksel beyin sinyalleri, kafa derisi elektroensefalografisi (EEG), kafatası veya deri altına yerleştirilen yarı invaziv elektrokortikografik (ECoG) diziler veya intrakortikal implante edilmiş mikroelektrot dizileri (MEA) aracılığıyla invaziv olmayan bir şekilde tespit edilebilmektedir Soekadar et al., 2016; .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32320,"Örneğin, üst ekstremite hareketiyle ilişkili elektriksel beyin sinyalleri, kafa derisi elektroensefalografisi (EEG), kafatası veya deri altına yerleştirilen yarı invaziv elektrokortikografik (ECoG) diziler veya intrakortikal implante edilmiş mikroelektrot dizileri (MEA) aracılığıyla invaziv olmayan bir şekilde tespit edilebilmektedir Thomas et al., 2019) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32321,"Hibrit EEG-BCI sistemleri, örneğin eklem konum sensörleri veya binoküler göz izleme cihazları gibi diğer biyolojik sinyalleri dâhil ederek çok eklemli cihazları kontrol etme özelliği göstermiştir (Kreilinger et al., 2013; .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32322,"Hibrit EEG-BCI sistemleri, örneğin eklem konum sensörleri veya binoküler göz izleme cihazları gibi diğer biyolojik sinyalleri dâhil ederek çok eklemli cihazları kontrol etme özelliği göstermiştir Onose et al., 2012) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32323,"Hareket oluşturucu mekanizma olarak FES her hasta için uygun değildir (Friedenberg et al., 2018; .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
32324,"Hareket oluşturucu mekanizma olarak FES her hasta için uygun değildir Pool et al., 2016) .",YAPAY ZEKÂ TEMELLİ AKILLI REHABİLİTASYON TEKNİKLERİ,background
